cluster_id,n_messages,canonical_template,example_message,high_msgs,med_msgs,low_msgs,avg_score,max_score,n_groups,n_candidates,high_ratio,med_ratio,low_ratio
724,1,all jackpot calls given in premium channel join as a premium member for more sureshot trades with target stoploss and guidance contact @profitseveryday __num__ __num__ for __num__ month all trades comes with proper target and stoploss live market update in each and every trades trailing stoploss for catch big profit small stoploss big target extra sureshot trades daily __num__ sureshot trades all trades in advance level you can easily buy at our given level only stock option trades for intraday personally support,"ALL JACKPOT CALLS GIVEN IN PREMIUM CHANNEL 👆👆👆

JOIN AS A PREMIUM MEMBER FOR MORE SURESHOT TRADES WITH TARGET ,STOPLOSS AND GUIDANCE..

CONTACT 

@Profitseveryday01

1999 FOR 1 MONTH 

✅ All trades comes with proper target and stoploss 
✅live market update in each and every trades 
✅ trailing stoploss for catch big profit 
✅ small stoploss big target 
✅ extra sureshot trades 
✅ daily 4-5 sureshot trades 
✅all trades in advance level, you can easily buy at our given level 
✅only stock option trades for intraday 
✅ personally support",1,0,0,90.0,90,1,1,1.0,0.0,0.0
725,1,prestige __num__ __num__ to __num__ __num__ st target done profit per lot __num__ premium channel trade,"PRESTIGE 
33.50 TO 43 🔥🔥
1ST TARGET DONE 🔥✅
PROFIT PER LOT 
4200++ 🔥
PREMIUM CHANNEL TRADE 🔥✅",1,0,0,70.0,70,1,1,1.0,0.0,0.0
773,1,join as a premium member for more sureshot trades with target stoploss and guidance contact @profitseveryday __num__ __num__ for __num__ month all trades comes with proper target and stoploss live market update in each and every trades trailing stoploss for catch big profit small stoploss big target extra sureshot trades daily __num__ sureshot trades all trades in advance level you can easily buy at our given level only stock option trades for intraday personally support,"JOIN AS A PREMIUM MEMBER FOR MORE SURESHOT TRADES WITH TARGET ,STOPLOSS AND GUIDANCE..

CONTACT 

@Profitseveryday01

1999 FOR 1 MONTH 

✅ All trades comes with proper target and stoploss 
✅live market update in each and every trades 
✅ trailing stoploss for catch big profit 
✅ small stoploss big target 
✅ extra sureshot trades 
✅ daily 4-5 sureshot trades 
✅all trades in advance level, you can easily buy at our given level 
✅only stock option trades for intraday 
✅ personally support",1,0,0,90.0,90,1,1,1.0,0.0,0.0
775,1,maxhealth __num__ to __num__ __num__ almost __num__ st target done profit per lot __num__ premium channel trade,"MAXHEALTH 
43 TO 47.95🔥
ALMOST 1ST TARGET DONE 🔥✅
PROFIT PER LOT 
2500++ 🔥🔥
PREMIUM CHANNEL TRADE 🔥✅",1,0,0,70.0,70,1,1,1.0,0.0,0.0
822,1,good morning all have a profitable day today note posts here are based on my research and are for educational purposes only we are not liable for any profit or loss please consult your financial advisor before buying or selling thanks few useful abbreviations for new traders sl stop loss tgt target cmp current market price btst buy today sell tomorrow stbt sell today buy tomorrow the profit loss figures mentioned are indicative and based on assumptions futures single lot options single lot index __num__ lots,"🙏 GOOD MORNING ALL 🌻

🌺 Have A Profitable Day today 🌹


NOTE: POSTS HERE ARE BASED ON MY RESEARCH AND ARE FOR EDUCATIONAL PURPOSES ONLY. We are not liable for any Profit or Loss.

PLEASE CONSULT YOUR FINANCIAL ADVISOR
BEFORE BUYING OR SELLING.
THANKS! ✨

Few useful Abbreviations for new traders:
SL: Stop Loss
TGT: Target
CMP: Current Market PRICE
BTST: Buy Today Sell Tomorrow
STBT: Sell Today Buy Tomorrow

The profit/loss figures mentioned are indicative and based on assumptions. 

Futures: Single Lot
OPTIONS: Single lot
Index: 4-5lots",1,0,0,70.0,70,1,1,1.0,0.0,0.0
920,1,#jackpot adanient __num__ ce __num__ to __num__ lot size __num__ __num__ __num__ profit __num__ lots __num__ roi jackpot intraday jackpot,"**#JACKPOT****✅✅✅

⚡ ADANIENT 2360 CE **⚡**

75 TO 99+ 🔼🔼🔼

👉 LOT SIZE 300

💰 14,400+ PROFIT (2 Lots) 💰

🎉 32% ++ ROI JACKPOT 🎉

❤️ INTRADAY JACKPOT ❤️

🔥🔥🔥🔥🔥**",1,0,0,70.0,70,1,1,1.0,0.0,0.0
934,1,daily nifty level for nifty traders nifty support __num__ __num__ __num__ support __num__ __num__ __num__ nifty resistance __num__ __num__ __num__ resistance __num__ __num__ __num__ today's nifty range __num__ __num__ - __num__ __num__ todays free intraday trading tips for day traders in nse market equity intraday cash call buy sunpharma around __num__ for tg __num__ __num__ tg __num__ __num__ sl __num__ important information- how to trade in our free equity share tips - to get this daily nse updates join our life time free telegram channel at,"Daily Nifty Level for Nifty Traders : 
Nifty Support 1 : 14130  Support 2 : 14110 
Nifty  Resistance 1 : 14280 Resistance 2 : 14310 
Today's Nifty Range : 14110- 14310






Todays Free Intraday Trading Tips for day traders in Nse Market

EQUITY INTRADAY CASH CALL : BUY  SUNPHARMA AROUND 583 FOR TG1 588 TG2 592 SL 578
Important Information-  How to trade in our Free Equity share tips - http://www.a1intradaytips.in/free-share-tips-trading.html






To Get This Daily Nse Updates Join our Life Time Free Telegram Channel at https://t.me/intradat",1,0,0,90.0,90,1,1,1.0,0.0,0.0
954,1,on __num__ th jan __num__ booked fantastic profit in buy __num__ __num__ lot of sunpharma @ __num__ stock touch high __num__ __num__ lotsize __num__ our short sell __num__ __num__ lot of bandhanbnk @ __num__ made low of __num__ __num__ lotsize __num__ __num__ nd target hit in our stbt call sell indusinbk was also given in free telegram channel today we have updated our today’s past performance report please check our truthness and our accuracy at to get paid membership or any queries please do not hesitate to contact us after __num__ __num__ p m pray phone phone have a nice and beautiful day,"ON 25TH JAN 2021: BOOKED FANTASTIC PROFIT IN BUY 2/3 LOT OF SUNPHARMA @ 584 STOCK TOUCH HIGH 595.20 LOTSIZE 1400. OUR SHORT SELL 2/3 LOT OF BANDHANBNK @ 305 MADE LOW OF 301.35 LOTSIZE 1800. 2ND TARGET HIT IN OUR STBT CALL SELL INDUSINBK WAS ALSO GIVEN IN FREE TELEGRAM CHANNEL TODAY.                                                                                                                                                      WE HAVE UPDATED OUR TODAY’S PAST PERFORMANCE REPORT PLEASE CHECK OUR TRUTHNESS AND OUR ACCURACY AT HTTP://WWW.A1INTRADAYTIPS.IN/STOCK-TIPS-PERFORMANCE.ASP TO GET PAID MEMBERSHIP OR ANY QUERIES  PLEASE DO NOT HESITATE TO CONTACT US ( AFTER  3.30 P.M. ) :pray: 7506090788 / 7600797534 https://goo.gl/ieeiRa

HAVE A NICE AND BEAUTIFUL  DAY 
www.a1intradaytips.in",1,0,0,90.0,90,1,1,1.0,0.0,0.0
960,1,on __num__ th jan __num__ booked fantastic profit in short-sell __num__ __num__ lot of techm @ __num__ __num__ stock touch low __num__ __num__ lotsize __num__ our short-sell __num__ __num__ lot of escorts @ __num__ made low of __num__ lotsize __num__ our opening call buy pvr was on fire in morning session we have updated our today’s past performance report please check our truthness and our accuracy at to get paid membership or any queries please do not hesitate to contact us after __num__ __num__ p m pray phone phone have a nice and beautiful day,"ON 28TH JAN 2021: BOOKED FANTASTIC PROFIT IN SHORT-SELL 2/3 LOT OF TECHM @ 973.50 STOCK TOUCH LOW 966.25 LOTSIZE 1200. OUR SHORT-SELL 2/3 LOT OF ESCORTS @ 1207 MADE LOW OF  1198 LOTSIZE 550. OUR OPENING CALL BUY PVR WAS ON FIRE IN MORNING SESSION.                                                                                                                                     WE HAVE UPDATED OUR TODAY’S PAST PERFORMANCE REPORT PLEASE CHECK OUR TRUTHNESS AND OUR ACCURACY AT HTTP://WWW.A1INTRADAYTIPS.IN/STOCK-TIPS-PERFORMANCE.ASP TO GET PAID MEMBERSHIP OR ANY QUERIES  PLEASE DO NOT HESITATE TO CONTACT US ( AFTER  3.30 P.M. ) :pray: 7506090788 / 7600797534 https://goo.gl/ieeiRa

HAVE A NICE AND BEAUTIFUL  DAY 
www.a1intradaytips.in",1,0,0,90.0,90,1,1,1.0,0.0,0.0
961,1,book partial profit in short-sell __num__ __num__ lot of techm @ __num__ __num__ stock touch low __num__ __num__ lotsize __num__,BOOK PARTIAL PROFIT IN SHORT-SELL 2/3 LOT OF  TECHM @ 973.50  STOCK TOUCH LOW  966.25 LOTSIZE 1200 https://goo.gl/ieeiRa,1,0,0,70.0,70,1,1,1.0,0.0,0.0
965,1,daily nifty level for nifty traders nifty support __num__ __num__ __num__ support __num__ __num__ __num__ nifty resistance __num__ __num__ __num__ resistance __num__ __num__ __num__ today's nifty range __num__ __num__ - __num__ __num__ todays free intraday trading tips for day traders in nse market equity intraday cash call sell tatasteel around __num__ for tg __num__ __num__ tg __num__ __num__ sl __num__ important information- how to trade in our free equity share tips - to get this daily nse updates join our life time free telegram channel at,"Daily Nifty Level for Nifty Traders : 
Nifty Support 1 : 13810  Support 2 : 13790 
Nifty  Resistance 1 : 13960 Resistance 2 : 13990 
Today's Nifty Range : 13790- 13990






Todays Free Intraday Trading Tips for day traders in Nse Market

EQUITY INTRADAY CASH CALL : SELL  TATASTEEL AROUND 624 FOR TG1 618 TG2 612 SL 632
Important Information-  How to trade in our Free Equity share tips - http://www.a1intradaytips.in/free-share-tips-trading.html






To Get This Daily Nse Updates Join our Life Time Free Telegram Channel at https://t.me/intradat",1,0,0,90.0,90,1,1,1.0,0.0,0.0
967,1,on __num__ th jan __num__ booked fantastic profit in buy __num__ __num__ lot of m m @ __num__ stock touch high __num__ lotsize __num__ our short-sell __num__ __num__ lot of mcdowell-n @ __num__ made low of __num__ __num__ lotsize __num__ our short-sell __num__ __num__ lot of havells @ __num__ stock touch low __num__ __num__ lotsize __num__ we have updated our today’s past performance report please check our truthness and our accuracy at to get paid membership or any queries please do not hesitate to contact us after __num__ __num__ p m pray phone phone have a nice and beautiful day,"ON 29TH JAN 2021: BOOKED FANTASTIC PROFIT IN BUY 2/3 LOT OF M&M @ 792 STOCK TOUCH HIGH 803 LOTSIZE 1400. OUR SHORT-SELL 2/3 LOT OF MCDOWELL-N @ 580 MADE LOW OF 571.10 LOTSIZE 1250. OUR SHORT-SELL 2/3 LOT OF HAVELLS @ 1147 STOCK TOUCH LOW 1035.65 LOTSIZE 1000.                                                                                                                                                                      WE HAVE UPDATED OUR TODAY’S PAST PERFORMANCE REPORT PLEASE CHECK OUR TRUTHNESS AND OUR ACCURACY AT HTTP://WWW.A1INTRADAYTIPS.IN/STOCK-TIPS-PERFORMANCE.ASP TO GET PAID MEMBERSHIP OR ANY QUERIES  PLEASE DO NOT HESITATE TO CONTACT US ( AFTER  3.30 P.M. ) :pray: 7506090788 / 7600797534 https://goo.gl/ieeiRa

HAVE A NICE AND BEAUTIFUL  DAY 
www.a1intradaytips.in",1,0,0,90.0,90,1,1,1.0,0.0,0.0
968,1,book fantastic profit in short-sell __num__ __num__ lot of havells @ __num__ stock touch low __num__ __num__ lotsize __num__,BOOK FANTASTIC PROFIT IN SHORT-SELL 2/3 LOT OF  HAVELLS @ 1147  STOCK TOUCH LOW 1094.55  LOTSIZE 1000 https://goo.gl/ieeiRa,1,0,0,70.0,70,1,1,1.0,0.0,0.0
971,1,book partial profit in buy __num__ __num__ lot of m m @ __num__ stock touch high __num__ lotsize __num__,BOOK PARTIAL PROFIT IN BUY 2/3 LOT OF  M&M @ 792  STOCK TOUCH HIGH 803 LOTSIZE 1400 https://goo.gl/ieeiRa,1,0,0,70.0,70,1,1,1.0,0.0,0.0
973,1,book partial profit in short-sell __num__ __num__ lot of havells @ __num__ stock touch low __num__ __num__ lotsize __num__,BOOK PARTIAL PROFIT IN SHORT-SELL 2/3 LOT OF  HAVELLS @ 1147  STOCK TOUCH LOW  1134.55  LOTSIZE 1000 https://goo.gl/ieeiRa,1,0,0,70.0,70,1,1,1.0,0.0,0.0
