message_id,date,chat_id,sender_id,sender_username,sender_first_name,sender_last_name,sender_phone,text,views,forwards,reply_to_msg_id,media_type,has_hyperlink,group
19535.0,2025-09-01 03:01:52+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Good Morning 🙏 🌄 

**System Updates is still going & You will be able to join our Premium Channel only when System Software Update completes that's why told you all to join our Premium Channels on friday itself**

**Read the Pinned Messages of this Channel and Follow the Rules of Trading, Disclaimers, Disclosures and Rationale of the Calls from the link attached in Pinned Comment** 😊 

@CAABHAYVARN",5297.0,0.0,19530.0,,False,abhayvarn
19534.0,2025-08-31 14:33:43+00:00,1246174619.0,1246174619.0,abhayvarn,,,,https://youtu.be/r9_5jnGi7mU,5212.0,1.0,,webpage,True,abhayvarn
19533.0,2025-08-30 05:01:43+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Happy Weekend 🥳🤩

But, Make sure to Watch this Complete Playlist in this Weekend and Share Your Feedback too in Comment Section 🥳✌️🤩

https://youtube.com/playlist?list=PL7LJwTC9dNlaIxeZIdFngVKZ9YCP37r8W&si=qjQeE98S-T_wal0A",4998.0,2.0,,webpage,True,abhayvarn
19532.0,2025-08-29 14:12:53+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Nifty, Bank Nifty, and Sensex Prediction for Monday | Top Stocks for Monday | Market Analysis
https://youtu.be/r9_5jnGi7mU",5099.0,2.0,,webpage,True,abhayvarn
19531.0,2025-08-29 11:59:48+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Clarification:- It's just Technical System Software Update.

You will receive our services as usual without any changes or quality as calls will be posted here and in Premium Channel as usual and will be live on YouTube also.

**In this Software Update we will not accept new Premium Membership during the Transition Period**

@CAABHAYVARN",5198.0,0.0,19530.0,,False,abhayvarn
19530.0,2025-08-29 11:31:07+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"**An Emotional moment while signing off with old System** 😭

**Hopefully we will soon able to shift all the data to the New System**

Stay Tuned for More Updates 😉 

@CAABHAYVARN",5444.0,0.0,,,False,abhayvarn
19526.0,2025-08-29 06:45:25+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"**If You have wished to Join our Premium Channel then You can Join Now because Premium Channel joining Link will not be available for few Days due to system updates**

Important Message

Our Premium Channel Joining Link will be Inactive from Today 04:00 PM for few Days due to Upgradation in system. So those who want to Join Our Option Trading Premium Channel can Join Now

BONUS - 2 days Extra Validity in 20 Days and 40 Days Plan

Option Trading Premium Channel - 
https://abhayvarn.rpy.club/g/MxHcSvNfGZ

Equity Trading Premium Channel - https://abhayvarn.rpy.club/g/KZgTnr3Vnc

Equity Investment Premium Channel - https://abhayvarn.rpy.club/g/YO9h1CZHh2

Stock Market Masterclass- https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",6440.0,1.0,,,True,abhayvarn
19525.0,2025-08-29 06:02:57+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Important Message

**Our Premium Channel Joining Link will be Inactive from Today 04:00 PM** for few Days due to Upgradation in system. So those who want to Join Our Option Trading Premium Channel can Join Now

BONUS - **2 days Extra Validity in 20 Days and 40 Days Plan**

Option Trading Premium Channel - 
https://abhayvarn.rpy.club/g/MxHcSvNfGZ

Equity Trading Premium Channel - https://abhayvarn.rpy.club/g/KZgTnr3Vnc

Equity Investment Premium Channel - https://abhayvarn.rpy.club/g/YO9h1CZHh2

Stock Market Masterclass- https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",5326.0,0.0,,,True,abhayvarn
19524.0,2025-08-29 05:55:56+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Ready for the Next Trade ???

Join Our Premium Trading with CA Abhay Channel🥳💰

https://abhayvarn.rpy.club/g/MxHcSvNfGZ",5148.0,0.0,,,True,abhayvarn
19523.0,2025-08-29 04:12:07+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"**THOSE WHO TRADED TODAY** 💚

**Please send your Trading screenshot with our team** ✅
**@CAABHAYVARN**

**Join Our Premium Trading with CA Abhay Channel for Next Trade** 🥳💰

**https://abhayvarn.rpy.club/g/MxHcSvNfGZ**

**Contact Us at ****@CAABHAYVARN**",6215.0,2.0,,,True,abhayvarn
19522.0,2025-08-29 04:07:18+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"162+ 🥳😍💹🥳😍
Second Big Target done ✌️😍💹😍
More than 45 Points Profits coming now 🤩😍💹✌️😍
Start booking profits now & Trailing SL STRICTLY around cost",6194.0,1.0,19519.0,,False,abhayvarn
19521.0,2025-08-29 04:04:58+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"143 🥳😍💹🥳😍
First Big Target done ✌️😍💹😍
More than 25 Points Profits coming now 🤩😍💹✌️😍
Start booking profits now & Trailing SL STRICTLY around cost",5654.0,0.0,19519.0,,False,abhayvarn
19520.0,2025-08-29 04:02:08+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"133+ 🥳😍💹🥳😍
More than 15 Points Profits coming now 🤩😍💹✌️😍
Start Trailing SL STRICTLY around cost",5468.0,0.0,19519.0,,False,abhayvarn
19519.0,2025-08-29 03:58:12+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"High Risk

Buy Nifty 24600 PE @ 110 - 124

Target - 144 - 165 - 183 - 220

Stop Loss - 95",5929.0,3.0,19518.0,,False,abhayvarn
19518.0,2025-08-29 03:57:27+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"High Risk

Buy Nifty 24600 PE @ 110 - 124",5832.0,2.0,,,False,abhayvarn
19517.0,2025-08-29 03:43:51+00:00,1246174619.0,1246174619.0,abhayvarn,,,,https://www.youtube.com/live/8tLZOhBBDSg?si=CbEjQ91ekas6TcSm,5989.0,0.0,,webpage,True,abhayvarn
19516.0,2025-08-29 01:54:01+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"🙏🙏GOOD MORNING🙏🙏

HOPING FOR A FANTASTIC SESSIONS TODAY🙏 

TUNE IN LIVE ON YOUTUBE FOR LIVE TRADE SETUP AND COMMENTARY THROUGHOUT THE MARKET HOUR
https://youtube.com/@abhayvarn

Option Trading Premium Channel - 
https://abhayvarn.rpy.club/g/MxHcSvNfGZ

Equity Trading Premium Channel - https://abhayvarn.rpy.club/g/KZgTnr3Vnc

Equity Investment Premium Channel - https://abhayvarn.rpy.club/g/YO9h1CZHh2

@CAABHAYVARN",5010.0,0.0,,photo,True,abhayvarn
19515.0,2025-08-28 13:37:41+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Nifty, Bank Nifty, and Sensex Prediction for Tomorrow | Top Stocks for Tomorrow | Market Analysis
https://youtu.be/I0sO9G9nw6o",4985.0,1.0,,webpage,True,abhayvarn
19514.0,2025-08-28 09:47:36+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"**Important Message**

Back To Back 12 Expiry Special Hero Zero Trades done in Premium Channel ✌️😍🥳

**Our Premium Channel Joining Link will be Inactive for few Days due to Upgradation in system. So those who want to Join Our Option Trading Premium Channel can Join Now**

Join Our Premium Trading with CA Abhay Channel 🥳💰

https://abhayvarn.rpy.club/g/MxHcSvNfGZ

@CAABHAYVARN",4881.0,0.0,19512.0,,True,abhayvarn
19513.0,2025-08-28 08:00:54+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"18 Seats Booked 🙌😎 🥳🤩💹

Last 2 seats left with BIGGEST AND LAST 50% OFFER✌️🤩💹

BIGGEST OFFER COMING BACK ON STOCK MARKET MASTERCLASS ON YOUR HUGE DEMAND

JOIN STOCK MARKET MASTERCLASS TODAY WITH FLAT 50% OFF

Link to Join Stock Market Masterclass

Coupon Code -  LIVECLASS

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",5383.0,1.0,19508.0,photo,True,abhayvarn
19512.0,2025-08-28 07:48:48+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Premium Channel Members are Enjoying the Double Dhamaka on Monthly Expiry ✌️😍💹

Total 8 Trades Done in Premium Channel ✌️😍💹🥳

Join Our Premium Trading with CA Abhay Channel🥳💰

https://abhayvarn.rpy.club/g/MxHcSvNfGZ",4778.0,1.0,,,True,abhayvarn
19511.0,2025-08-28 07:34:32+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Seventh Trade also done 🥳🤩✌️

Join Our Premium Trading with CA Abhay Channel🥳💰

https://abhayvarn.rpy.club/g/MxHcSvNfGZ",5065.0,0.0,19510.0,,True,abhayvarn
19510.0,2025-08-28 06:59:11+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"One More Expiry Specail Trade Done in Premium Channel 💥🔥🤩

Total 6 Special Premium Hero Zero Trades Posted in Premium Channel ✌️😍💹😍

You can't Miss this Action 🥳🤩

Join Our Premium Trading with CA Abhay Channel🥳💰

https://abhayvarn.rpy.club/g/MxHcSvNfGZ",4860.0,0.0,,,True,abhayvarn
19509.0,2025-08-28 06:31:11+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"LAST OFFER WITH 50% OFF ON MASTERCLASS AFTER THAT YOU WILL GET MAXIMUM 20% OFF IN ANY FURTHER OFFER

BIGGEST OFFER COMING BACK ON STOCK MARKET MASTERCLASS ON YOUR HUGE DEMAND

JOIN STOCK MARKET MASTERCLASS TODAY WITH FLAT 50% OFF

Link to Join Stock Market Masterclass

Coupon Code -  LIVECLASS

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",5047.0,1.0,,photo,True,abhayvarn
19508.0,2025-08-28 05:56:28+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"14 Seats Booked 🙌😎 🥳🤩💹

Last 6 seats left with 50% Off✌️🤩💹

BIGGEST OFFER COMING BACK ON STOCK MARKET MASTERCLASS ON YOUR HUGE DEMAND

JOIN STOCK MARKET MASTERCLASS TODAY WITH FLAT 50% OFF

Link to Join Stock Market Masterclass

Coupon Code -  LIVECLASS

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",4982.0,2.0,,photo,True,abhayvarn
19507.0,2025-08-28 05:34:59+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"**BIGGEST OFFER COMING BACK ON STOCK MARKET MASTERCLASS ON YOUR HUGE DEMAND**

**JOIN STOCK MARKET MASTERCLASS TODAY WITH FLAT 50% OFF**

Link to Join Stock Market Masterclass

Coupon Code -  LIVECLASS

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",4572.0,1.0,,,True,abhayvarn
19506.0,2025-08-28 05:07:26+00:00,1246174619.0,1246174619.0,abhayvarn,,,,https://www.youtube.com/live/3NRuzPehgu4?si=0bOZ4a7KLT_3Img5,4907.0,2.0,,webpage,True,abhayvarn
19505.0,2025-08-28 04:53:09+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Total 6 Special Premium Hero Zero Trades Posted in Premium Channel ✌️😍💹😍

You can't Miss this Action 🥳🤩

Join Our Premium Trading with CA Abhay Channel🥳💰

https://abhayvarn.rpy.club/g/MxHcSvNfGZ",4876.0,0.0,,,True,abhayvarn
19504.0,2025-08-28 04:18:57+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Premium Members have already enjoyed two Option Trades 🤩😍🤩

Don't Miss Double Dhamaka Action of Option Trading Premium Channel 🥳✌️💹

Join Our Premium Trading with CA Abhay Channel🥳💰

https://abhayvarn.rpy.club/g/MxHcSvNfGZ",5372.0,0.0,,,True,abhayvarn
19503.0,2025-08-28 04:02:19+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"166+ 🥳😍💥🤩😍
More than 35% Returns coming now 🥳😍💹😍
Start Booking profits now and Trail SL STRICTLY",5437.0,0.0,19502.0,,False,abhayvarn
19502.0,2025-08-28 03:52:39+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"High Risk 

Buy Bank Nifty 54000 PE @ 120 - 150

Target - 185 - 220 - 267 - 303 - 375 - 455

Stop Loss - 80 - 0",5374.0,3.0,19501.0,,False,abhayvarn
19501.0,2025-08-28 03:50:21+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"High Risk 

Buy Bank Nifty 54000 PE @ 120 - 150",5361.0,1.0,,,False,abhayvarn
19500.0,2025-08-28 02:04:01+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"🙏🙏GOOD MORNING🙏🙏

HOPING FOR A FANTASTIC SESSIONS TODAY🙏 

TUNE IN LIVE ON YOUTUBE FOR LIVE TRADE SETUP AND COMMENTARY THROUGHOUT THE MARKET HOUR
https://youtube.com/@abhayvarn

Option Trading Premium Channel - 
https://abhayvarn.rpy.club/g/MxHcSvNfGZ

Equity Trading Premium Channel - https://abhayvarn.rpy.club/g/KZgTnr3Vnc

Equity Investment Premium Channel - https://abhayvarn.rpy.club/g/YO9h1CZHh2

@CAABHAYVARN",5786.0,0.0,,photo,True,abhayvarn
19499.0,2025-08-27 15:46:46+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"**Tomorrow is Biggest Trading Day of Month i.e. Monthly Expiry🎉🤩 

Don't Miss the Double Dhamaka Action of Option Trading Premium Channel 🥳💥🔥
**
Join Our Premium Trading with CA Abhay Channel🥳💰

https://abhayvarn.rpy.club/g/MxHcSvNfGZ",5064.0,0.0,,,True,abhayvarn
19494.0,2025-08-27 09:52:57+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Welcome Shubham to Stock Market Masterclass ✌️💥

All Seats with 50% Offer booked now, But Don't Worry You can still get 20% Off throughout the Day on GANESH CHATURTHI 

Link to Join Stock Market Masterclass

Coupon Code -  GANESH50

GET FLAT 20% OFF ON LAUNCH

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

Course Benefits given in Pinned Message✌️🤩

@CAABHAYVARN",5554.0,1.0,,photo,True,abhayvarn
19493.0,2025-08-27 09:21:51+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Benefits of the Stock Market Masterclass 

- You will learn how to Generate Calls for Intraday Trading, Swing Trading, Option Trading, Future Trading and Investment calls and also...

1. Get My Customised Trading View Charts
2. Get My Customised Stock Screener for Intraday, Swing, Investment and Future Trading 
3. Get My Customised Financial Modelling Template and Discounted Cash Flow and Reverse DCF Templates badef on Earning Model and Cash Flow Model for Stock Analysis and Target Calculator
4. LifeTime Access with Limited Views Option
5. Total Duration - Approx 100 Hours 
6. Expected Completion Date - 6 - 9 Months
7. Language- Hindi and English 
8. Mode of Class - Live + Recording - You can watch in live also or Recording as per your comfort 

Link to Join Stock Market Masterclass

Coupon Code -  GANESH50

GET FLAT 50% OFF ON LAUNCH

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",3944.0,0.0,19491.0,,True,abhayvarn
19492.0,2025-08-27 08:53:01+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"**After booking all 5 Seats Offer will automatically converted from 50% to 20% for the Rest of the Day**

**Choice is Yours How Much Off you want 50% Offer or 20% Offer??**

Link to Join Stock Market Masterclass

Coupon Code -  GANESH50

GET FLAT 50% OFF ON LAUNCH

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

**Stock Market Masterclass Benefits given in Pinned Message**

@CAABHAYVARN",3384.0,0.0,19491.0,,True,abhayvarn
19491.0,2025-08-27 08:42:05+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Welcome Kiran Mahajan to Stock Market Masterclass ✌️💥

Next can be you ???

Last 1 Slots Left with Flat 50% Off and after that only 20% off will be there

Link to Join Stock Market Masterclass

Coupon Code -  GANESH50

GET FLAT 50% OFF ON LAUNCH

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

Course Details given in Pinned Message✌️🤩

@CAABHAYVARN",3416.0,1.0,,photo,True,abhayvarn
19490.0,2025-08-27 08:19:00+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Welcome Maruti Nandan to Stock Market Masterclass ✌️💥

Last 2 Slots Left with Flat 50% Off and after that only 20% off will be there

Are you the lucky one to grab the 50% off??

Link to Join Stock Market Masterclass

Coupon Code -  GANESH50

GET FLAT 50% OFF ON LAUNCH

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",3321.0,1.0,,photo,True,abhayvarn
19489.0,2025-08-27 07:58:56+00:00,1246174619.0,1246174619.0,abhayvarn,,,,What you will get in Stock Market Masterclass is described here,3245.0,0.0,19485.0,,False,abhayvarn
19488.0,2025-08-27 07:58:32+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Welcome Sujai Panicker to Stock Market Masterclass ✌️💥

Last 3 Slots Left with Flat 50% Off and after that only 20% off will be there

Link to Join Stock Market Masterclass

Coupon Code -  GANESH50

GET FLAT 50% OFF ON LAUNCH

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",3757.0,1.0,,photo,True,abhayvarn
19487.0,2025-08-27 07:52:10+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Welcome Adarsh Verma to Stock Market Masterclass ✌️💥

Last 4 Slots Left with Flat 50% Off

You will Save ₹29500 in this Offer

Link to Join Stock Market Masterclass

Coupon Code -  GANESH50

GET FLAT 50% OFF ON LAUNCH

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",3200.0,2.0,,photo,True,abhayvarn
19486.0,2025-08-27 07:43:19+00:00,1246174619.0,1246174619.0,abhayvarn,,,,,,,19485.0,,False,abhayvarn
19485.0,2025-08-27 07:41:54+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Welcome to Stock Market Masterclass by CA Abhay Varn - SEBI Registered Research Analyst.

In this Second Batch of Stock Market Masterclass, We will Learn from Scratch to Extremely Advance Levels.

Important Topics of this Masterclass

1. Introduction
2. Trading and Investing Options
3. My Framework - Technical Fundamental GUIDE
4. Fundamental Analysis
5. Technical Analysis
6. FNO Trading
7. GUIDE Framework Analysis
8. Decoding Derivative Data
9. Combining the Framework and Creating Trading Strategy for Intraday Trading, Swing Trading, Investment, and Future and Option Trading based on Framework
10. Risk Management
11. Psychology of Trading
12. Rules of Trading
13. Live Trading in Market with CA Abhay

MY FRAMEWORK:-
Technical Analysis
Fundamental Analysis
G - Global Market Analysis
U - Upcoming Events
I - Institutional Money Movement
D - Derivative Data Analysis
S - Sentiment & Emotions

Note:- Benefits of the Stock Market Masterclass 

1. Get My Customised Trading View Charts
2. Get My Customised Stock Screener for Intraday, Swing, Investment and Future Trading 
3. Get My Customised Financial Modelling Template and Discounted Cash Flow and Reverse DCF Templates badef on Earning Model and Cash Flow Model for Stock Analysis and Target Calculator
4. LifeTime Access with Limited Views Option
5. Total Duration - Approx 100 Hours 
6. Expected Completion Date - 6 - 9 Months
7. Language- Hindi and English 
8. Mode of Class - Live + Recording

**Link to Join Stock Market Masterclass**

**Coupon Code** -  **GANESH50**

**GET FLAT 50% OFF ON LAUNCH**

https://abhayvarn.exlyapp.com/checkout/85fe0d6c-658d-4ef1-bc12-9ccd88a18cc2

@CAABHAYVARN",3751.0,1.0,,,True,abhayvarn
19484.0,2025-08-27 07:27:33+00:00,1246174619.0,1246174619.0,abhayvarn,,,,,,,19483.0,,False,abhayvarn
19483.0,2025-08-27 07:27:15+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Error Resolved Now ✌️🥳

With the Blessings of Ganpati Bappa, We are Opening the Registration of our Second Batch of Stock Market Masterclass Today Sharp at 01:12 PM 

Get Ready for the Biggest Offer ever we have launched but that's for only first 5 Members ✌️💥

@CAABHAYVARN",3661.0,0.0,19474.0,,False,abhayvarn
19482.0,2025-08-27 07:15:35+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Every Minutes Seats Filling fast 🏃‍♀️ 🥳😍🥳

Last Seats Left for one Lucky Member

GANESHCHATURTHI OFFER IS LIVE NOW ON OPTION TRADING PREMIUM CHANNEL

GET FLAT 20% OFF ON ALL OUR PLANS BUT ONLY FOR FIRST 20 MEMBERS

Avail 20% using Coupon Code GANESHCHATURTHI. Valid until offer lasts.
 https://abhayvarn.rpy.club/g/MxHcSvNfGZ?code=GANESHCHATURTHI",3814.0,1.0,,photo,True,abhayvarn
19481.0,2025-08-27 06:53:02+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Every Minutes Seats Filling fast 🏃‍♀️ 🥳😍🥳

Last 3 seats left now for 3 Lucky Members

GANESHCHATURTHI OFFER IS LIVE NOW ON OPTION TRADING PREMIUM CHANNEL

GET FLAT 20% OFF ON ALL OUR PLANS BUT ONLY FOR FIRST 20 MEMBERS

Avail 20% using Coupon Code GANESHCHATURTHI. Valid until offer lasts.
 https://abhayvarn.rpy.club/g/MxHcSvNfGZ?code=GANESHCHATURTHI",3158.0,0.0,,photo,True,abhayvarn
19480.0,2025-08-27 06:03:28+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Every Minutes Seats Filling fast 🏃‍♀️ 🥳😍🥳

Last 6 seats left now

GANESHCHATURTHI OFFER IS LIVE NOW ON OPTION TRADING PREMIUM CHANNEL

GET FLAT 20% OFF ON ALL OUR PLANS BUT ONLY FOR FIRST 20 MEMBERS

Avail 20% using Coupon Code GANESHCHATURTHI. Valid until offer lasts.
 https://abhayvarn.rpy.club/g/MxHcSvNfGZ?code=GANESHCHATURTHI",3118.0,0.0,,photo,True,abhayvarn
19479.0,2025-08-27 05:41:08+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"We are updating our Technical IT Systems and in the Process of transitioning from Old One to New One.

And while Transition we will have to close all our  subscription and plan for 1 - 3 Days.

**So, You can join Now that too with flat 20% off if you wish to get access to Biggest Trading Day of the Month i.e. Monthly Expiry**

GANESHCHATURTHI OFFER IS LIVE NOW ON OPTION TRADING PREMIUM CHANNEL

GET FLAT 20% OFF ON ALL OUR PLANS BUT ONLY FOR FIRST 20 MEMBERS

Avail 20% using Coupon Code GANESHCHATURTHI. Valid until offer lasts.
 https://abhayvarn.rpy.club/g/MxHcSvNfGZ?code=GANESHCHATURTHI",3246.0,1.0,,,True,abhayvarn
19478.0,2025-08-27 05:28:56+00:00,1246174619.0,1246174619.0,abhayvarn,,,,"Every Minutes Seats Filling fast 🏃‍♀️ 🥳😍🥳

Last 9 seats left now

GANESHCHATURTHI OFFER IS LIVE NOW ON OPTION TRADING PREMIUM CHANNEL

GET FLAT 20% OFF ON ALL OUR PLANS BUT ONLY FOR FIRST 20 MEMBERS

Avail 20% using Coupon Code GANESHCHATURTHI. Valid until offer lasts.
 https://abhayvarn.rpy.club/g/MxHcSvNfGZ?code=GANESHCHATURTHI",3311.0,0.0,,photo,True,abhayvarn
